INSTITUICAO_ENSINO_ALUNO_2020;NOME;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
;ALUNO-946;;;;;;;;;;;;;;;;;;3;M;Escola Pública;Ingressante;Ametista;8;8;6;8;7;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8;10;Nível 3 (7o e 8o ano);0;3;K;20210;Não;7;354;41;7;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;9;8;7;7;7;8;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Sim;Não;7;5;Fase 4 (9º ano)
;ALUNO-947;;;;;;;;;;;;;;;;;;1;F;Escola Pública;Ingressante;Ametista;7;8;9;8;5;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 2 (5o e 6o ano);-1;1;U;20210;Não;6;747;177;12;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;6;8;4;4;5;;2;6;Mantido na Fase atual;Promovido de Fase;;;Não;Não;6;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-948;13;2;2C;Não;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;9;8;6;8;7;5;3;C;Escola Pública;Veterano;Ametista;7;8;6;8;6;8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 4 (9o ano);-1;4;B;20180;Não;6;689;62;11;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;6;8;4;4;5;4;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7;5;Fase 5 (1º EM)
;ALUNO-949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;D;20220;Não;8;190;30;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;10;8;8;10;7;;3;6;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;8;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-95;15;1;3A;Não;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;7;8;7;5;4;F;Escola Pública;Veterano;Quartzo;5;8;6;8;1;7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;4;5;Nível 6 (2o EM);-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rede Decisão/União;ALUNO-950;17;2;7A;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;8;5;8;9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-951;16;0;5B;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;9;8;6;7;7;5;6;A;Rede Decisão;Veterano;Ametista;7;8;7;8;7;8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;8;5;Nível 7 (3o EM);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;P;20220;Não;8;150;19;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;10;8;6;5;6;;3;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8;10;Fase 2 (5º e 6º ano)
UNISA;ALUNO-953;18;4;8A;;8;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Ponto a melhorar em 2021: As suas notas na Faculdade.;;10;10;8;7;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;J;20220;Não;7;456;132;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9;5;7;8;6;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 1 (4º ano)
;ALUNO-955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;20220;Não;8;112;24;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;10;8;7;5;9;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;10;Fase 1 (4º ano)
;ALUNO-956;;;;;;;;;;;;;;;;;;0;P;Escola Pública;Ingressante;Ametista;8;9;8;8;6;8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8;10;ALFA  (2o e 3o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-957;10;1;1N;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7;9;8;8;7;8;5;2;N;Rede Decisão;Veterano;Ametista;7;8;8;8;5;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 2 (5o e 6o ano);0;2;L;20190;Sim;7;375;55;10;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;9;6;7;5;8;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Sim;8;5;Fase 3 (7º e 8º ano)
Rede Decisão/União;ALUNO-958;15;2;3J;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;10;8;8;9;9;5;4;G;Rede Decisão;Ingressante;Ametista;7;7;8;7;8;8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;8;5;Nível 6 (2o EM);-2;5;K;20180;Sim;7;596;34;7;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;9;5;6;6;6;5;4;7;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;Não;7;5;Fase 7 (3º EM)
;ALUNO-959;;;;;;;;;;;;;;;;;;1;N;Escola Pública;Ingressante;Ametista;8;9;10;8;6;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Sim;9;5;Nível 2 (5o e 6o ano);-1;1;R;20210;Não;8;117;26;4;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;10;8;9;9;9;;3;6;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;8;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-96;18;1;7A;Sim;6;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;6;7;3;8;9;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;J;20220;Não;7;597;164;14;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;6;5;5;5;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 1 (4º ano)
Escola Pública;ALUNO-961;9;1;1N;Não;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;9;4;10;8;8;10;2;N;Rede Decisão;Veterano;Ametista;7;10;8;6;4;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 2 (5o e 6o ano);0;2;L;20190;Sim;7;331;49;9;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;6;4;1;8;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;10;Fase 2 (5º e 6º ano)
Rede Decisão/União;ALUNO-962;13;3;3F;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;6;4;1;7;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-963;;;;;;;;;;;;;;;;;;1;G;Escola Pública;Ingressante;Ametista;8;7;10;8;7;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase + Bolsa;Não avaliado;Não;9;5;Nível 2 (5o e 6o ano);-1;1;L;20210;Não;7;406;106;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7;9;7;7;6;8;;3;6;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-964;11;0;1F;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;9;8;8;5;2;G;Escola Pública;Ingressante;Ágata;6;0;5;8;6;8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 3 (7o e 8o ano);-1;3;F;20210;Não;8;230;32;7;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;8;8;6;5;6;6;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;8;10;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-965;12;2;2P;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;9;7;4;9;8;5;3;C;Escola Pública;Veterano;Ametista;7;9;6;8;5;8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 3 (7o e 8o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-966;;;;;;;;;;;;;;;;;;0;K;Escola Pública;Ingressante;Quartzo;3;8;0;8;0;2;Não avaliado;Alocado em Fase anterior;Não avaliado;Não avaliado;Não;5;5;Nível 2 (5o e 6o ano);-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;M;20210;Não;7;490;139;5;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;5;8;9;9;9;;2;5;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-968;16;0;3J;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6;7;6;4;7;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-969;;;;;;;;;;;;;;;;;;0;J;Escola Pública;Ingressante;Topázio;9;10;10;8;8;9;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;10;5;Nível 2 (5o e 6o ano);-2;2;L;20210;Não;9;14;2;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;9;9;8;;3;7;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;;Sim;Sim;9;10;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-97;12;2;2D;Não;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;6;8;8;5;2;D;Escola Pública;Veterano;Ágata;6;8;6;8;6;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;6;5;Nível 3 (7o e 8o ano);-1;3;D;20180;Não;8;310;35;1;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;8;8;7;5;6;9;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6;10;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-970;13;2;2M;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;7;8;7;7;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;S;20220;Não;7;320;95;5;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;7;8;6;6;6;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;10;ALFA  (2º e 3º ano)
;ALUNO-972;;;;;;;;;;;;;;;;;;0;R;Escola Pública;Ingressante;Topázio;8;10;10;8;7;8;Promovido de Fase;Promovido de Fase + Bolsa;Não avaliado;Não avaliado;Sim;10;5;Nível 1 (4o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-973;9;1;1N;Não;8;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;6;8;10;7;7;10;1;N;Escola Pública;Veterano;Ágata;6;6;8;6;3;7;Alocado em Fase anterior;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7;5;Nível 2 (5o e 6o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;K;20220;Não;7;495;142;8;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;6;6;6;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 1 (4º ano)
;ALUNO-975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;U;20220;Não;8;92;24;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;9;9;9;;2;6;Promovido de Fase;Promovido de Fase;;;Não;Sim;9;5;Fase 1 (4º ano)
;ALUNO-976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;T;20220;Não;7;555;159;4;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;4;7;6;7;5;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;10;ALFA  (2º e 3º ano)
;ALUNO-977;;;;;;;;;;;;;;;;;;1;B;Escola Pública;Ingressante;Ágata;6;9;7;8;5;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5;5;Nível 2 (5o e 6o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;B;20220;Não;7;427;128;5;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;7;6;6;6;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5;Fase 2 (5º e 6º ano)
;ALUNO-979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;U;20220;Não;4;845;192;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;3;8;3;3;3;;2;4;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;4;5;Fase 2 (5º e 6º ano)
;ALUNO-98;;;;;;;;;;;;;;;;;;3;D;Escola Pública;Ingressante;Ametista;7;9;6;8;6;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 4 (9o ano);-1;3;D;20210;Não;7;363;42;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;9;8;7;6;7;8;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7;5;Fase 5 (1º EM)
;ALUNO-980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;A;20220;Não;8;284;79;5;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;7;8;7;9;6;;2;6;Mantido na Fase + Bolsa;Mantido na Fase atual;;;Sim;Não;7;10;ALFA  (2º e 3º ano)
;ALUNO-981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Q;20220;Não;7;540;153;7;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;8;6;5;6;4;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5;Fase 2 (5º e 6º ano)
;ALUNO-982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;F;20220;Não;7;496;73;11;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;7;8;5;4;6;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;10;Fase 2 (5º e 6º ano)
Rede Decisão/União;ALUNO-983;10;2;2N;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;4;6;8;8;10;3;L;Rede Decisão;Veterano;Topázio;8;8;8;8;7;8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Sim;10;10;Nível 2 (5o e 6o ano);1;3;K;20180;Sim;8;222;31;6;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9;6;6;6;6;6;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Não;Não;7;10;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-984;10;3;1H;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;4;8;0;7;8;5;1;G;Escola Pública;Veterano;Quartzo;4;10;0;8;1;7;Não avaliado;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4;5;Nível 2 (5o e 6o ano);-1;1;G;20170;Não;6;776;180;12;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;6;7;4;2;6;;2;5;Mantido na Fase atual;Promovido de Fase;;;Não;Não;6;5;Fase 3 (7º e 8º ano)
;ALUNO-985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;L;20220;Não;6;704;169;14;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;9;8;2;2;2;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-986;14;2;4F;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;4;8;6;8;7;10;4;F;Escola Pública;Veterano;Ágata;6;9;6;2;6;8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não;8;5;Nível 5 (1o EM);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-987;;;;;;;;;;;;;;;;;;0;L;Escola Pública;Ingressante;Ametista;8;9;8;8;6;7;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;9;10;ALFA  (2o e 3o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;K;20220;Não;7;364;95;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;9;8;8;6;10;;3;5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-989;12;0;2P;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;10;8;7;8;8;5;2;P;Escola Pública;Veterano;Quartzo;5;0;3;8;6;8;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;7;5;Nível 3 (7o e 8o ano);-1;2;B;20200;Não;7;525;80;8;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;7;8;6;4;8;;3;6;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;7;5;Fase 4 (9º ano)
;ALUNO-99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;D;20220;Não;8;207;3;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;10;8;7;8;6;;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase + Bolsa;Mantido na Fase atual;Sim;Não;7;5;Fase 8 (Universitários)
;ALUNO-990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;L;20220;Não;7;569;90;13;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;10;8;2;1;4;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8;5;Fase 3 (7º e 8º ano)
